시설명,종류,주소,도로명,지번주소,위도,경도,법정동
인강학교 실내놀이시설,학교,서울특별시 도봉구 평화로15번길 9-25 (도봉동)서울인강학교,서울특별시 도봉구 평화로15번길 9-25 (도봉동),서울특별시 도봉구 도봉동 381-1 사회복지법인 인강원,37.69463574,127.042284,서울특별시 도봉구 도봉동
인강학교 놀이시설,학교,서울특별시 도봉구 평화로15번길 9-25 (도봉동)서울인강학교,서울특별시 도봉구 평화로15번길 9-25 (도봉동),서울특별시 도봉구 도봉동 381-1 사회복지법인 인강원,37.69463574,127.042284,서울특별시 도봉구 도봉동
오봉초 놀이시설,학교,서울특별시 도봉구 시루봉로 285,서울특별시 도봉구 시루봉로 285 (도봉동),서울특별시 도봉구 도봉동 608-22 서울오봉초등학교,37.67167608,127.0403747,서울특별시 도봉구 도봉동
도봉초 놀이시설,학교,서울특별시 도봉구 도봉로173길 96 (도봉동),서울특별시 도봉구 도봉로173길 96 (도봉동),서울특별시 도봉구 도봉동 429-1 도봉초등학교,37.67946257,127.0383399,서울특별시 도봉구 도봉동
창도초 놀이시설,학교,서울특별시 도봉구 방학로 32-28,서울특별시 도봉구 방학로 32-28 (방학동),서울특별시 도봉구 방학동 722-2 서울창도초등학교,37.66361051,127.0490283,서울특별시 도봉구 방학동
방학초 놀이시설,학교,서울특별시 도봉구 도당로9길 34 (방학동),서울특별시 도봉구 도당로9길 34 (방학동),서울특별시 도봉구 방학동 302 방학초등학교,37.66392214,127.0320414,서울특별시 도봉구 방학동
신방학초 놀이시설,학교,서울특별시 도봉구 시루봉로 173 (방학동),서울특별시 도봉구 시루봉로 173 (방학동),서울특별시 도봉구 방학동 310 신방학초등학교,37.66578979,127.0293671,서울특별시 도봉구 방학동
신학초 놀이시설,학교,서울특별시 도봉구 방학로 247-21 (방학동),서울특별시 도봉구 방학로 247-21 (방학동),서울특별시 도봉구 방학동 460-5 서울신학초등학교,37.6607897,127.025282,서울특별시 도봉구 방학동
초당초 놀이시설,학교,서울특별시 도봉구 해등로32길 11 (방학동),서울특별시 도봉구 해등로32길 11 (방학동),서울특별시 도봉구 방학동 514-2 서울초당초등학교,37.65814609,127.0223052,서울특별시 도봉구 방학동
창경초 놀이시설,학교,서울특별시 도봉구 도봉로129길 54,서울특별시 도봉구 도봉로129길 54 (쌍문동),서울특별시 도봉구 쌍문동 72 창경초등학교,37.65603812,127.0350338,서울특별시 도봉구 쌍문동
숭미초 놀이시설,학교,서울특별시 도봉구 노해로 179 (쌍문동)서울숭미초등학교,서울특별시 도봉구 노해로 179 (쌍문동),서울특별시 도봉구 쌍문동 309-3 숭미초등학교,37.6507869,127.0278482,서울특별시 도봉구 쌍문동
동북초 놀이시설,학교,"서울특별시 도봉구 시루봉로 53, 동북초등학교 (쌍문동)서울특별시 도봉구 시루봉로 53(쌍문동 263) 동북초등학교",서울특별시 도봉구 시루봉로 53 (쌍문동),서울특별시 도봉구 쌍문동 산74 학교법인세그루학원,37.65648668,127.0267843,서울특별시 도봉구 쌍문동
쌍문초 놀이시설(뒷편),학교,서울특별시 도봉구 우이천로 360 (쌍문동),서울특별시 도봉구 우이천로 360 (쌍문동),서울특별시 도봉구 쌍문동 360-4 쌍문초등학교,37.64860159,127.0245552,서울특별시 도봉구 쌍문동
쌍문초 놀이시설,학교,서울특별시 도봉구 우이천로 360 (쌍문동),서울특별시 도봉구 우이천로 360 (쌍문동),서울특별시 도봉구 쌍문동 360-4 쌍문초등학교,37.64860159,127.0245552,서울특별시 도봉구 쌍문동
백운초 놀이시설,학교,"서울특별시 도봉구 삼양로146길 17(쌍문동, 백운초등학교)",서울특별시 도봉구 삼양로146길 17 (쌍문동),서울특별시 도봉구 쌍문동 422-2 백운초등학교,37.65300974,127.0135537,서울특별시 도봉구 쌍문동
월천초 놀이시설,학교,서울특별시 도봉구 노해로70길 96 (창동),서울특별시 도봉구 노해로70길 96 (창동),서울특별시 도봉구 창동 29 서울월천초등학교,37.64783575,127.0519601,서울특별시 도봉구 창동
창일초 놀이시설,학교,서울특별시 도봉구 노해로66길 84 (창동),서울특별시 도봉구 노해로66길 84 (창동),서울특별시 도봉구 창동 371 창일초등학교,37.64746431,127.0475952,서울특별시 도봉구 창동
서울자운초등학교 놀이터,학교,서울특별시 도봉구 마들로13길 166 (창동),서울특별시 도봉구 마들로13길 166 (창동),서울특별시 도봉구 창동 181-19 자운초등학교,37.65761245,127.0466362,서울특별시 도봉구 창동
창동초 놀이시설,학교,서울특별시 도봉구 해등로16길 81 (창동),서울특별시 도봉구 해등로16길 81 (창동),서울특별시 도봉구 창동 266 창동초등학교,37.6551377,127.0448275,서울특별시 도봉구 창동
가인초 놀이시설,학교,서울특별시 도봉구 도봉로136다길 4 (창동),서울특별시 도봉구 도봉로136다길 4 (창동),서울특별시 도봉구 창동 224-20 가인초등학교,37.65989575,127.043323,서울특별시 도봉구 창동
신창초 놀이시설,학교,서울특별시 도봉구 덕릉로60길 93 (창동),서울특별시 도봉구 덕릉로60길 93 (창동),서울특별시 도봉구 창동 468-1 신창초등학교,37.63626633,127.0420953,서울특별시 도봉구 창동
창림초 놀이시설,학교,서울특별시 도봉구 덕릉로63길 46 (창동),서울특별시 도봉구 덕릉로63길 46 (창동),서울특별시 도봉구 창동 411-8 창림초등학교,37.64318209,127.0413444,서울특별시 도봉구 창동
창원초 놀이시설,학교,서울특별시 도봉구 해등로 103,서울특별시 도봉구 해등로 103 (창동),서울특별시 도봉구 창동 308 서울창원초등학교,37.65235759,127.0406138,서울특별시 도봉구 창동
동답초 놀이시설,학교,서울특별시 동대문구 답십리로60길 12 (답십리동),서울특별시 동대문구 답십리로60길 12 (답십리동),서울특별시 동대문구 답십리동 2-24 서울동답초등학교,37.57192764,127.0646039,서울특별시 동대문구 답십리동
답십리초 놀이시설,학교,서울특별시 동대문구 전농로3길 23 (답십리동),서울특별시 동대문구 전농로3길 23 (답십리동),서울특별시 동대문구 답십리동 274 답십리초등학교,37.56890728,127.0556577,서울특별시 동대문구 답십리동
용두초 놀이시설,학교,"서울특별시 동대문구 천호대로13길 43, 서울용두초등학교 (용두동)",서울특별시 동대문구 천호대로13길 43 (용두동),서울특별시 동대문구 용두동 237-1 서울용두초등학교,37.5759701,127.0289892,서울특별시 동대문구 용두동
이문초 놀이시설,학교,서울특별시 동대문구 신이문로 16 (이문동),서울특별시 동대문구 신이문로 16 (이문동),서울특별시 동대문구 이문동 164-26 서울이문초등학교,37.60231393,127.064687,서울특별시 동대문구 이문동
은석초 놀이시설,학교,서울특별시 동대문구 장안벚꽃로 205 (장안동)동대문구 장안벚꽃로205,서울특별시 동대문구 장안벚꽃로 205 (장안동),서울특별시 동대문구 장안동 328 은석초등학교,37.57795269,127.0752664,서울특별시 동대문구 장안동
장평초 놀이시설,학교,서울특별시 동대문구 답십리로69길 27 (장안동),서울특별시 동대문구 답십리로69길 27 (장안동),서울특별시 동대문구 장안동 323 서울장평초등학교,37.57353998,127.0733005,서울특별시 동대문구 장안동
안평초 놀이시설,학교,서울특별시 동대문구 장한로14길 61 (장안동),서울특별시 동대문구 장한로14길 61 (장안동),서울특별시 동대문구 장안동 353-1 서울안평초등학교,37.56568702,127.0718396,서울특별시 동대문구 장안동
군자초 놀이시설,학교,"서울특별시 동대문구 한천로6길 21, 서울군자초등학교 (장안동)",서울특별시 동대문구 한천로6길 21 (장안동),서울특별시 동대문구 장안동 239-2 서울군자초등학교,37.56419487,127.0609397,서울특별시 동대문구 장안동
배봉초 놀이시설,학교,서울특별시 동대문구 사가정로 193 (전농동),서울특별시 동대문구 사가정로 193 (전농동),서울특별시 동대문구 전농동 3-111 서울배봉초등학교,37.57985056,127.0663453,서울특별시 동대문구 전농동
서울전동초등학교,학교,서울특별시 동대문구 전농로16길 61 (전농동),서울특별시 동대문구 전농로16길 61 (전농동),서울특별시 동대문구 전농동 45-41 서울전동초등학교,37.57896678,127.061311,서울특별시 동대문구 전농동
전곡초 놀이시설,학교,서울특별시 동대문구 전농로 172 (전농동)(전농동),서울특별시 동대문구 전농로 172 (전농동),서울특별시 동대문구 전농동 188 서울전곡초등학교,37.58052034,127.056622,서울특별시 동대문구 전농동
전농초 놀이시설,학교,서울특별시 동대문구 사가정로 66 (전농동),서울특별시 동대문구 사가정로 66 (전농동),서울특별시 동대문구 전농동 298 서울전농초등학교,37.57458272,127.0544002,서울특별시 동대문구 전농동
홍파초 놀이시설,학교,서울특별시 동대문구 고산자로 518 (제기동),서울특별시 동대문구 고산자로 518 (제기동),서울특별시 동대문구 제기동 678 서울홍파초등학교,37.58631152,127.0396422,서울특별시 동대문구 제기동
종암초 놀이시설,학교,서울특별시 동대문구 무학로44길 25 (제기동),서울특별시 동대문구 무학로44길 25 (제기동),서울특별시 동대문구 제기동 1157 서울종암초등학교,37.58185911,127.0310382,서울특별시 동대문구 제기동
홍릉초 놀이시설,학교,서울특별시 동대문구 회기로 90 (청량리동),서울특별시 동대문구 회기로 90 (청량리동),서울특별시 동대문구 청량리동 206-44 서울홍릉초등학교,37.59097047,127.0471644,서울특별시 동대문구 청량리동
청량초 놀이시설,학교,서울특별시 동대문구 회기로25길 31 (회기동),서울특별시 동대문구 회기로25길 31 (회기동),서울특별시 동대문구 회기동 1-1 서울청량초등학교,37.592072,127.0554593,서울특별시 동대문구 회기동
경희초 놀이시설,학교,서울특별시 동대문구 경희대로 26 (회기동),서울특별시 동대문구 경희대로 26 (회기동),"서울특별시 동대문구 회기동 1-5 경희대학교,경희초,중,고,여자중고등학교",37.59711985,127.0508667,서울특별시 동대문구 회기동
서울삼육초 놀이시설,학교,"서울특별시 동대문구 회기로10길 63, 서울삼육초등학교 (회기동)",서울특별시 동대문구 회기로10길 63 (회기동),서울특별시 동대문구 회기동 102-48 서울삼육초등학교,37.58930948,127.0480811,서울특별시 동대문구 회기동
휘봉초등학교 놀이시설,학교,서울특별시 동대문구 장안벚꽃로 309 (휘경동)(휘경동),서울특별시 동대문구 장안벚꽃로 309 (휘경동),서울특별시 동대문구 휘경동 49-27 서울휘봉초등학교,37.58609262,127.0701395,서울특별시 동대문구 휘경동
휘경초 놀이시설,학교,서울특별시 동대문구 망우로6길 48 (휘경동)휘경동,서울특별시 동대문구 망우로6길 48 (휘경동),서울특별시 동대문구 휘경동 302-2 서울휘경초등학교,37.58585056,127.0584315,서울특별시 동대문구 휘경동
서울노량진초등학교 어린이놀이터,학교,서울특별시 동작구 장승배기로 160 (노량진동),서울특별시 동작구 장승배기로 160 (노량진동),서울특별시 동작구 노량진동 49-12 노량진초등학교,37.51192144,126.9404125,서울특별시 동작구 노량진동
서울영화초등학교 어린이놀이터,학교,"서울특별시 동작구 등용로8길 3, 서울영화초등학교 (대방동)",서울특별시 동작구 등용로8길 3 (대방동),서울특별시 동작구 대방동 44-3 영화초등학교,37.50947247,126.9331808,서울특별시 동작구 대방동
서울신길초등학교 어린이놀이터,학교,서울특별시 동작구 알마타길 16 (대방동),서울특별시 동작구 알마타길 16 (대방동),서울특별시 동작구 대방동 351-6 서울신길초등학교,37.51042997,126.9266743,서울특별시 동작구 대방동
서울대림초등학교 놀이터,학교,서울특별시 동작구 대방동1길 22 (대방동),서울특별시 동작구 대방동1길 22 (대방동),서울특별시 동작구 대방동 391-62 서울대림초등학교,37.50064842,126.9257337,서울특별시 동작구 대방동
서울본동초등학교 어린이놀이터,학교,서울특별시 동작구 노량진로26길 16-40 (본동),서울특별시 동작구 노량진로26길 16-40 (본동),서울특별시 동작구 본동 50-8 서울본동초등학교,37.5105738,126.954035,서울특별시 동작구 본동
서울영본초등학교 어린이놀이터,학교,서울특별시 동작구 만양로12가길 69 (본동),서울특별시 동작구 만양로12가길 69 (본동),서울특별시 동작구 본동 441-11 서울영본초등학교,37.51049243,126.9486594,서울특별시 동작구 본동
서울남사초등학교 어린이놀이터,학교,"서울특별시 동작구 동작대로13길 22, 서울남사초등학교 (사당동)",서울특별시 동작구 동작대로13길 22 (사당동),서울특별시 동작구 사당동 1011-1 서울남사초등학교,37.48234363,126.9788622,서울특별시 동작구 사당동
서울동작초등학교 어린이놀이시설,학교,서울특별시 동작구 동작대로29길 214 (사당동),서울특별시 동작구 동작대로29길 214 (사당동),서울특별시 동작구 사당동 산9-1 서울동작초등학교,37.4940111,126.9769923,서울특별시 동작구 사당동
서울남성초등학교 어린이놀이터,학교,"서울특별시 동작구 사당로23길 57-14, 서울남성초등학교 (사당동)",서울특별시 동작구 사당로23길 57-14 (사당동),서울특별시 동작구 사당동 324-18 서울남성초등학교,37.48460958,126.9757664,서울특별시 동작구 사당동
서울삼일초등학교 어린이놀이터,학교,"서울특별시 동작구 사당로23나길 27(사당동, 서울삼일초등학교)",서울특별시 동작구 사당로23나길 27 (사당동),서울특별시 동작구 사당동 105-23 서울삼일초등학교,37.48847947,126.9752627,서울특별시 동작구 사당동
서울행림초등학교 어린이놀이터1,학교,서울특별시 동작구 솔밭로 61-6 (사당동),"서울특별시 동작구 솔밭로 61-6 (사당동,화원빌라)",서울특별시 동작구 사당동 236-4 화원빌라,37.48219896,126.9660298,서울특별시 동작구 사당동
서울신남성초등학교 어린이놀이터,학교,"서울특별시 동작구 사당로 146(사당동, 서울신남성초등학교)",서울특별시 동작구 사당로 146 (사당동),서울특별시 동작구 사당동 199-1 서울신남성초등학교,37.48851016,126.9653033,서울특별시 동작구 사당동
서울강남초등학교 어린이놀이터,학교,서울특별시 동작구 강남초등길 15 (상도1동)강남초등학교,서울특별시 동작구 강남초등길 15 (상도1동),서울특별시 동작구 상도1동 501-1 강남초등학교,37.50614804,126.95276,서울특별시 동작구 상도동
서울신상도초등학교 어린이놀이터,학교,서울특별시 동작구 장승배기로 14 (상도동)신상도초등학교,서울특별시 동작구 장승배기로 14 (상도동),서울특별시 동작구 상도동 산65-59 서울신상도초등학교,37.49992391,126.9432266,서울특별시 동작구 상도동
서울상도초등학교 어린이놀이터,학교,"서울특별시 동작구 성대로21길 62(상도동, 상도초등학교)",서울특별시 동작구 성대로21길 62 (상도동),서울특별시 동작구 상도동 238-2 상도초등학교,37.49971115,126.9373883,서울특별시 동작구 상도동
서울보라매초등학교 어린이놀이터,학교,서울특별시 동작구 여의대방로16길 30 (신대방동),서울특별시 동작구 여의대방로16길 30 (신대방동),서울특별시 동작구 신대방동 488-1 서울보라매초등학교,37.49573187,126.9160839,서울특별시 동작구 신대방동
서울흑석초등학교 어린이놀이터,학교,서울특별시 동작구 현충로 87서울흑석초등학교,서울특별시 동작구 현충로 87 (흑석동),서울특별시 동작구 흑석동 7-1 서울흑석초등학교,37.50860574,126.9651135,서울특별시 동작구 흑석동
은로초 놀이시설,학교,서울특별시 동작구 서달로 115 (흑석동),서울특별시 동작구 서달로 115 (흑석동),서울특별시 동작구 흑석동 245-1 은로초등학교,37.50329334,126.9600685,서울특별시 동작구 흑석동
서울중앙대학교사범대학부속초등학교 어린이놀이터,학교,서울특별시 동작구 서달로 135 (흑석동),서울특별시 동작구 서달로 135 (흑석동),서울특별시 동작구 흑석동 233-2 중앙대부속초등학교,37.5054599,126.9599698,서울특별시 동작구 흑석동
공덕초 놀이시설,학교,서울특별시 마포구 만리재옛길 13 (공덕동),서울특별시 마포구 만리재옛길 13 (공덕동),서울특별시 마포구 공덕동 256-4 공덕초등학교,37.54578424,126.9541856,서울특별시 마포구 공덕동
창천초 놀이시설,학교,서울특별시 마포구 백범로1길 56 (노고산동),서울특별시 마포구 백범로1길 56 (노고산동),"서울특별시 마포구 노고산동 33-1 창천초등,중학교",37.55473278,126.9394181,서울특별시 마포구 노고산동
서울용강초어린이놀이시설,학교,서울특별시 마포구 백범로17길 9,서울특별시 마포구 백범로17길 9 (대흥동),서울특별시 마포구 대흥동 35-1 용강초등학교,37.55599534,126.9408043,서울특별시 마포구 대흥동
마포초 놀이시설,학교,"서울특별시 마포구 도화2길 64, 서울마포초등학교 (도화동)",서울특별시 마포구 도화2길 64 (도화동),서울특별시 마포구 도화동 224-9 서울마포초등학교,37.53857908,126.9490891,서울특별시 마포구 도화동
동교초 놀이시설,학교,서울특별시 마포구 월드컵로25길 86 (망원동),서울특별시 마포구 월드컵로25길 86 (망원동),서울특별시 마포구 망원동 426-5 동교초등학교,37.55829527,126.9026516,서울특별시 마포구 망원동
망원초 놀이시설,학교,서울특별시 마포구 방울내로5길 28 (망원동),서울특별시 마포구 방울내로5길 28 (망원동),서울특별시 마포구 망원동 467-1 망원초등학교,37.56071044,126.9010552,서울특별시 마포구 망원동
서강초 놀이시설,학교,서울특별시 마포구 독막로 113 (상수동),서울특별시 마포구 독막로 113 (상수동),서울특별시 마포구 상수동 1-1 서강초등학교,37.54825935,126.9267444,서울특별시 마포구 상수동
상암초 놀이시설,학교,서울특별시 마포구 월드컵북로 353 (상암동),서울특별시 마포구 월드컵북로 353 (상암동),서울특별시 마포구 상암동 1635 상암초등학교,37.57610553,126.8922534,서울특별시 마포구 상암동
서울드와이트외국어학교 어린이놀이터,학교,서울특별시 마포구 월드컵북로62길 21 (상암동),서울특별시 마포구 월드컵북로62길 21 (상암동),서울특별시 마포구 상암동 1582-1 서울드와이트 외국인학교,37.58410226,126.8850012,서울특별시 마포구 상암동
서울일본인학교 놀이터-2,학교,서울특별시 마포구 월드컵북로62길 11 (상암동),서울특별시 마포구 월드컵북로62길 11 (상암동),서울특별시 마포구 상암동 1582 서울 일본인학교,37.58375784,126.8839858,서울특별시 마포구 상암동
서울일본인학교 놀이터-1,학교,서울특별시 마포구 월드컵북로62길 11 (상암동),서울특별시 마포구 월드컵북로62길 11 (상암동),서울특별시 마포구 상암동 1582 서울 일본인학교,37.58375784,126.8839858,서울특별시 마포구 상암동
상지초 놀이시설,학교,서울특별시 마포구 월드컵로42길 30,서울특별시 마포구 월드컵로42길 30 (상암동),서울특별시 마포구 상암동 1676 상지초등학교,37.57957432,126.8823347,서울특별시 마포구 상암동
하늘초 놀이시설,학교,서울특별시 마포구 월드컵북로 502-14 (상암동),서울특별시 마포구 월드컵북로 502-14 (상암동),서울특별시 마포구 상암동 1737 하늘초등학교,37.58540892,126.8807023,서울특별시 마포구 상암동
서교초 놀이시설,학교,서울특별시 마포구 와우산로23길 20-27 (서교동),서울특별시 마포구 와우산로23길 20-27 (서교동),서울특별시 마포구 서교동 341 서교초등학교,37.55486285,126.9250444,서울특별시 마포구 서교동
홍대부초 놀이시설(1),학교,서울특별시 마포구 성미산로 51 (성산동)홍익대학교사범대학부속초등학교,서울특별시 마포구 성미산로 51 (성산동),서울특별시 마포구 성산동 산11-31 홍익대학교,37.55984459,126.9133228,서울특별시 마포구 성산동
홍대부초 놀이시설(2),학교,서울특별시 마포구 성미산로 51 (성산동)홍익대학교사범대학부속초등학교,서울특별시 마포구 성미산로 51 (성산동),서울특별시 마포구 성산동 산11-31 홍익대학교,37.55984459,126.9133228,서울특별시 마포구 성산동
성서초 놀이시설,학교,서울특별시 마포구 성미산로7길 24,서울특별시 마포구 성미산로7길 24 (성산동),서울특별시 마포구 성산동 산23-2 성서초등학교,37.56053926,126.9115689,서울특별시 마포구 성산동
중동초 놀이시설,학교,"서울특별시 마포구 월드컵북로 152(성산동, 중동초등학교)",서울특별시 마포구 월드컵북로 152 (성산동),서울특별시 마포구 성산동 94-1 중동초등학교,37.56664343,126.91137,서울특별시 마포구 성산동
성원초 놀이시설,학교,서울특별시 마포구 월드컵로36길 34,서울특별시 마포구 월드컵로36길 34 (성산동),서울특별시 마포구 성산동 175-1 성원초등학교,37.56710288,126.9050705,서울특별시 마포구 성산동
신석초등학교 놀이터,학교,서울특별시 마포구 대흥로 33 (신수동),서울특별시 마포구 대흥로 33 (신수동),서울특별시 마포구 신수동 445-1 신석초등학교,37.54571601,126.943585,서울특별시 마포구 신수동
서울 소의초등학교 실내놀이시설,학교,서울특별시 마포구 마포대로24길 42 (아현동),서울특별시 마포구 마포대로24길 42 (아현동),서울특별시 마포구 아현동 386-1 소의초등학교,37.55219104,126.9607608,서울특별시 마포구 아현동
소의초 놀이시설,학교,서울특별시 마포구 마포대로24길 42 (아현동),서울특별시 마포구 마포대로24길 42 (아현동),서울특별시 마포구 아현동 386-1 소의초등학교,37.55219104,126.9607608,서울특별시 마포구 아현동
아현초 놀이시설,학교,서울특별시 마포구 굴레방로1길 6,서울특별시 마포구 굴레방로1길 6 (아현동),서울특별시 마포구 아현동 275-2,37.54849527,126.9534272,서울특별시 마포구 아현동
서울한서초등학교 놀이시설,학교,서울특별시 마포구 대흥로24바길 27 (염리동),서울특별시 마포구 대흥로24바길 27 (염리동),서울특별시 마포구 염리동 24-140 한서초등학교,37.55341194,126.9495933,서울특별시 마포구 염리동
염리초 놀이시설,학교,서울특별시 마포구 토정로37길 37 (염리동),서울특별시 마포구 토정로37길 37 (염리동),서울특별시 마포구 염리동 173-4 염리초등학교,37.54242756,126.9458673,서울특별시 마포구 염리동
신북초 놀이시설,학교,서울특별시 마포구 월드컵북로38길 26 (중동),서울특별시 마포구 월드컵북로38길 26 (중동),서울특별시 마포구 중동 42 신북초등학교,37.57098444,126.904712,서울특별시 마포구 중동
성산초 놀이시설,학교,서울특별시 마포구 양화로3길 94,서울특별시 마포구 양화로3길 94 (합정동),서울특별시 마포구 합정동 427-2 서울성산초등학교,37.55333485,126.9110466,서울특별시 마포구 합정동
가재울초등학교(2),학교,서울특별시 서대문구 명지대3길 8-7 (남가좌동),서울특별시 서대문구 명지대3길 8-7 (남가좌동),서울특별시 서대문구 남가좌동 5-164,37.58257787,126.9231839,서울특별시 서대문구 남가좌동
가재울초등학교(1),학교,서울특별시 서대문구 명지대3길 8-7 (남가좌동),서울특별시 서대문구 명지대3길 8-7 (남가좌동),서울특별시 서대문구 남가좌동 5-164,37.58257787,126.9231839,서울특별시 서대문구 남가좌동
연가초 놀이시설,학교,서울특별시 서대문구 증가로12가길 49-50,서울특별시 서대문구 증가로12가길 49-50 (남가좌동),서울특별시 서대문구 남가좌동 364-6 서울연가초등학교,37.57980736,126.9181407,서울특별시 서대문구 남가좌동
이대부속초등학교 놀이시설,학교,서울특별시 서대문구 성산로 512-39,서울특별시 서대문구 성산로 512-39 (대신동),서울특별시 서대문구 대신동 20 이화여대부속초등학교,37.56105472,126.9427528,서울특별시 서대문구 대신동
대신초 놀이시설,학교,"서울특별시 서대문구 이화여대2길 27, 서울대신초등학교 (대현동)",서울특별시 서대문구 이화여대2길 27 (대현동),서울특별시 서대문구 대현동 67-1 서울대신초등학교,37.55794584,126.9477756,서울특별시 서대문구 대현동
미동초 놀이시설,학교,서울특별시 서대문구 충정로 52 (미근동),서울특별시 서대문구 충정로 52 (미근동),서울특별시 서대문구 미근동 36-1 서울미동초등학교,37.56308003,126.9660702,서울특별시 서대문구 미근동
북가좌초 놀이시설,학교,서울특별시 서대문구 거북골로19길 20,서울특별시 서대문구 거북골로19길 20 (북가좌동),서울특별시 서대문구 북가좌동 186-108 서울북가좌초등학교,37.5772202,126.9077782,서울특별시 서대문구 북가좌동
추계초 놀이시설,학교,서울특별시 서대문구 북아현로11가길 7 (북아현동),서울특별시 서대문구 북아현로11가길 7 (북아현동),"서울특별시 서대문구 북아현동 190-1 추계예술대학교,중앙여고,중앙여중,추계초",37.56278392,126.9533266,서울특별시 서대문구 북아현동
북성초 놀이시설,학교,서울특별시 서대문구 북아현로5나길 84,실패,서울특별시 서대문구 북아현동 215,37.55929137,126.9519371,서울특별시 서대문구 북아현동
연희초 놀이시설,학교,서울특별시 서대문구 연희로 136 (연희동),서울특별시 서대문구 연희로 136 (연희동),서울특별시 서대문구 연희동 88-1 서울연희초등학교,37.56918855,126.9339535,서울특별시 서대문구 연희동
창서초 놀이시설,학교,서울특별시 서대문구 연세로5나길 30-3,서울특별시 서대문구 연세로5나길 30-3 (창천동),서울특별시 서대문구 창천동 53-38 서울창서초등학교,37.55761198,126.9339606,서울특별시 서대문구 창천동
금화초 놀이시설,학교,서울특별시 서대문구 통일로 165,서울특별시 서대문구 통일로 165 (천연동),서울특별시 서대문구 천연동 13-1 서울금화초등학교,37.56742985,126.9643126,서울특별시 서대문구 천연동
경기초 놀이시설,학교,서울특별시 서대문구 경기대로 65 (충정로2가),서울특별시 서대문구 경기대로 65 (충정로2가),서울특별시 서대문구 충정로2가 70 인창중·고등학교,37.565301,126.9637758,서울특별시 서대문구 충정로2가
홍제초 놀이시설,학교,서울특별시 서대문구 홍은중앙로 13 (홍은동),서울특별시 서대문구 홍은중앙로 13 (홍은동),서울특별시 서대문구 홍은동 48 서울홍제초등학교,37.59256495,126.9439035,서울특별시 서대문구 홍은동
홍연초 놀이시설,학교,서울특별시 서대문구 백련사길 55,서울특별시 서대문구 백련사길 55 (홍은동),서울특별시 서대문구 홍은동 305,37.58170769,126.931017,서울특별시 서대문구 홍은동
명지초 놀이시설,학교,"서울특별시 서대문구 명지2길 32-20(홍은동, 명지초등학교)",서울특별시 서대문구 명지2길 32-20 (홍은동),서울특별시 서대문구 홍은동 산26-127 명지초등학교,37.5833424,126.9283589,서울특별시 서대문구 홍은동
안산초등학교 놀이터2,학교,서울특별시 서대문구 통일로 321 (홍제동),서울특별시 서대문구 통일로 321 (홍제동),서울특별시 서대문구 홍제동 44 서울안산초등학교,37.57934881,126.9513146,서울특별시 서대문구 홍제동
안산초 놀이시설,학교,"서울특별시 서대문구 통일로 321(홍제동, 서울안산초등학교)",서울특별시 서대문구 통일로 321 (홍제동),서울특별시 서대문구 홍제동 44 서울안산초등학교,37.57934881,126.9513146,서울특별시 서대문구 홍제동
